Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Employed,26841,Married,72,1,1,Offer2,Four-Door Car,2852.527169
Basic,Employed,35979,Single,88.81471064,2,1,Offer3,Sports Car,4422.615495
Premium,Employed,60964,Married,113,0,4,Offer3,Four-Door Car,9051.712161
Basic,Employed,69040,Married,104.2523357,0,1,Offer4,SUV,4330.799785
Basic,Employed,37009,Single,71,0,1,Offer1,Two-Door Car,2806.696138
Basic,Employed,85756,Divorced,61,0,3,Offer2,Four-Door Car,4815.532839
Basic,Medical Leave,25965,Divorced,65,0,1,Offer1,Four-Door Car,2491.257604
Extended,Employed,66429,Married,135,0,1,Offer4,SUV,5322.291688
Extended,Employed,87139,Married,213,0,3,Offer4,Luxury SUV,17109.39447
Extended,Employed,81955,Married,126,0,2,Offer1,SUV,15320.37177
Basic,Employed,56172,Divorced,64,0,1,Offer3,Four-Door Car,2500.837384
Extended,Employed,64669,Married,131,0,6,Offer4,Sports Car,10594.13249
Extended,Unemployed,0,Single,125,0,6,Offer1,SUV,8682.234653
Basic,Unemployed,0,Single,68,0,2,Offer1,Two-Door Car,14428.86926
Basic,Employed,95301,Married,114,0,1,Offer3,SUV,4619.449922
Extended,Employed,65252,Divorced,78,0,9,Offer2,Four-Door Car,6091.89923
Extended,Employed,64600,Single,87,1,5,Offer2,Two-Door Car,6861.278936
Extended,Employed,25358,Married,108.6869014,0,2,Offer4,SUV,14260.91441
Extended,Employed,56649,Married,134.5410974,0,1,Offer1,SUV,5008.275979
Basic,Employed,42336,Single,69,0,1,Offer3,Four-Door Car,2756.543334
Basic,Employed,80480,Married,93.39081247,0,3,Offer2,Four-Door Car,5800.171881
Extended,Employed,88701,Married,99,0,1,Offer2,Two-Door Car,3963.394851
Basic,Employed,41396,Married,70,0,3,Offer2,Four-Door Car,5640.021911
Basic,Employed,67890,Married,63,0,3,Offer4,Four-Door Car,5018.885233
Extended,Employed,66676,Married,99,2,1,Offer2,Four-Door Car,3939.00637
Extended,Employed,46143,Divorced,122,0,1,Offer1,SUV,4794.931261
Basic,Employed,95854,Married,65,0,1,Offer2,Two-Door Car,2632.545795
Extended,Employed,26876,Divorced,79,0,8,Offer1,Two-Door Car,6005.847375
Extended,Medical Leave,12780,Married,93,0,3,Offer1,Four-Door Car,6529.911496
Basic,Employed,59932,Single,71,0,3,Offer1,Four-Door Car,5507.155471
Premium,Employed,51510,Divorced,106,0,1,Offer2,Four-Door Car,4200.373728
Basic,Unemployed,0,Single,72,0,2,Offer2,Four-Door Car,7917.119912
Basic,Employed,59601,Married,76.72768085,0,6,Offer4,Four-Door Car,5368.887709
Basic,Employed,29286,Married,69,1,1,Offer2,Four-Door Car,2727.082424
Basic,Unemployed,0,Single,180,0,4,Offer3,Luxury SUV,12786.66898
Basic,Employed,68931,Married,66,0,7,Offer2,Four-Door Car,5332.462694
Basic,Employed,31561,Divorced,68,0,7,Offer3,Four-Door Car,5324.38786
Extended,Employed,68401,Divorced,88,0,1,Offer2,Four-Door Car,3455.23067
Basic,Employed,67282,Married,62,0,1,Offer2,Two-Door Car,2487.729726
Basic,Employed,32893,Married,63,0,1,Offer3,Four-Door Car,2507.407815
Basic,Employed,96021,Married,68,0,5,Offer3,Two-Door Car,5508.315536
Basic,Employed,66367,Divorced,64,0,3,Offer2,Two-Door Car,5032.165498
Premium,Employed,52548,Married,101,0,5,Offer2,Four-Door Car,8110.305608
Basic,Unemployed,0,Single,74,0,3,Offer1,Four-Door Car,5208.35385
Basic,Employed,37675,Single,71,0,3,Offer1,Four-Door Car,5704.679894
Basic,Employed,76081,Single,68,0,2,Offer2,Four-Door Car,8029.715047
Premium,Employed,65103,Married,115,4,3,Offer2,Four-Door Car,9095.15235
Basic,Unemployed,0,Single,106,0,1,Offer1,Sports Car,3849.596697
Basic,Employed,29530,Married,74,0,4,Offer2,Two-Door Car,5792.439588
Basic,Unemployed,0,Married,69,0,1,Offer4,Four-Door Car,2563.863345
Extended,Employed,66889,Married,80,0,1,Offer2,Four-Door Car,3241.314176
Extended,Unemployed,0,Single,88,0,6,Offer1,Four-Door Car,6047.02516
Extended,Medical Leave,26411,Married,126,1,1,Offer3,SUV,4698.345864
Basic,Employed,26841,Married,74,1,1,Offer3,Four-Door Car,2852.527169
Basic,Employed,63288,Married,199,0,5,Offer1,Luxury Car,16107.19004
Basic,Employed,77642,Married,68.69374187,0,2,Offer1,Four-Door Car,7663.871432
Premium,Employed,55687,Divorced,276,0,1,Offer1,Luxury SUV,10963.95723
Extended,Employed,56779,Divorced,86,0,3,Offer3,Four-Door Car,6862.866306
Basic,Retired,22283,Divorced,65,0,1,Offer1,Four-Door Car,2397.036098
Basic,Employed,56788,Married,67,0,2,Offer2,Four-Door Car,8162.617053
Extended,Employed,42928,Married,93,0,2,Offer1,Four-Door Car,11130.11974
Extended,Unemployed,0,Single,93,0,6,Offer3,Two-Door Car,6512.976472
Basic,Unemployed,0,Married,68,2,3,Offer3,Four-Door Car,4624.622593
Basic,Employed,37612,Divorced,64,0,1,Offer3,Four-Door Car,2537.969253
Extended,Employed,37331,Married,137,0,1,Offer1,Sports Car,5297.625945
Basic,Disabled,11904,Single,61,2,3,Offer1,Two-Door Car,4254.620669
Extended,Unemployed,0,Married,137,0,1,Offer2,SUV,4863.544585
Basic,Medical Leave,25965,Divorced,65,0,1,Offer1,Four-Door Car,2491.257604
Basic,Employed,75648,Married,108,0,1,Offer2,SUV,4349.30875
Premium,Employed,57031,Married,104,1,1,Offer1,Four-Door Car,4078.290374
Extended,Unemployed,0,Single,87,0,7,Offer2,Four-Door Car,6081.481291
Basic,Employed,21911,Married,67,0,2,Offer2,Four-Door Car,18939.50603
Basic,Employed,67128,Married,105,0,4,Offer1,SUV,8406.763319
Extended,Employed,37202,Married,93.01880877,0,1,Offer3,Two-Door Car,3691.765242
Premium,Unemployed,0,Married,107,1,1,Offer1,Two-Door Car,3798.32165
Basic,Employed,64801,Married,64,0,2,Offer2,Four-Door Car,7582.113842
Basic,Unemployed,0,Single,113,0,1,Offer2,SUV,4014.9185
Basic,Employed,48295,Single,63,0,8,Offer1,Four-Door Car,4913.118904
Basic,Unemployed,0,Divorced,100,0,1,Offer3,SUV,3683.099864
Extended,Unemployed,0,Single,97,0,3,Offer1,Four-Door Car,6583.205691
Extended,Unemployed,0,Single,87,0,2,Offer4,Four-Door Car,8773.507548
Basic,Unemployed,0,Married,69,4,3,Offer1,Four-Door Car,4654.954187
Basic,Employed,58089,Married,118,0,1,Offer1,SUV,4686.469674
Extended,Employed,71467,Divorced,86,0,2,Offer3,Two-Door Car,20446.6023
Basic,Unemployed,0,Married,112,0,1,Offer3,SUV,4018.88493
Basic,Unemployed,0,Single,73.18092655,1,1,Offer1,Four-Door Car,2472.469209
Basic,Unemployed,0,Married,71,0,2,Offer2,Two-Door Car,8149.769437
Extended,Unemployed,0,Divorced,87,0,3,Offer3,Four-Door Car,6326.679236
Basic,Employed,69263,Married,72.95398588,0,1,Offer4,Four-Door Car,3331.445625
Basic,Employed,54834,Single,68.95425326,0,8,Offer3,Four-Door Car,5647.145809
Basic,Unemployed,0,Divorced,61,0,1,Offer1,Four-Door Car,2309.876793
Extended,Employed,44536,Married,132,0,1,Offer1,SUV,5261.117506
Extended,Unemployed,0,Single,84.8185512,0,2,Offer2,Two-Door Car,22399.12944
Basic,Employed,56342,Single,69,0,1,Offer2,Four-Door Car,2674.730716
Basic,Employed,54950,Married,74.3172808,0,2,Offer1,Two-Door Car,8175.315246
Extended,Disabled,28334,Single,83,0,7,Offer1,Four-Door Car,6232.687923
Basic,Employed,99845,Married,110,1,8,Offer2,SUV,8819.018934
Basic,Employed,90456,Married,71,0,2,Offer4,Four-Door Car,14203.6226
Basic,Unemployed,0,Married,73,0,3,Offer1,Four-Door Car,5406.694854
Basic,Disabled,20867,Married,71,0,1,Offer4,Four-Door Car,2722.986709
Extended,Employed,22094,Married,79,0,2,Offer4,Four-Door Car,9298.887011
Basic,Employed,94303,Single,68,0,2,Offer1,Four-Door Car,7928.829252
Basic,Employed,46061,Married,65,0,3,Offer3,Two-Door Car,5245.683756
Basic,Employed,80727,Married,68,0,4,Offer2,Four-Door Car,5539.349243
Basic,Employed,78772,Married,62,0,8,Offer2,Four-Door Car,5024.777578
Extended,Employed,46530,Married,80,1,2,Offer1,Four-Door Car,9470.063102
Basic,Employed,79751,Married,63,0,1,Offer3,Two-Door Car,2551.226692
Basic,Employed,52583,Single,113,0,7,Offer1,SUV,8879.790017
Basic,Employed,62902,Married,69,0,2,Offer2,Two-Door Car,8256.2978
Basic,Employed,39718,Married,65,0,1,Offer4,Four-Door Car,2516.103555
Basic,Employed,50217,Married,80.43042268,0,7,Offer1,Two-Door Car,5914.951808
Basic,Unemployed,0,Single,62,0,3,Offer1,Two-Door Car,4217.857932
Extended,Employed,80192,Single,89,0,2,Offer3,Four-Door Car,10453.2558
Basic,Medical Leave,17576,Married,71,0,1,Offer2,Four-Door Car,2722.210707
Basic,Employed,68022,Married,103,0,3,Offer4,Sports Car,8209.59982
Basic,Employed,91469,Single,100,2,2,Offer1,SUV,11797.99211
Basic,Employed,52583,Single,113,0,7,Offer1,SUV,8879.790017
Extended,Employed,73604,Divorced,88,0,2,Offer2,Two-Door Car,10453.2558
Basic,Unemployed,0,Single,107,0,8,Offer1,Sports Car,7706.032636
Extended,Employed,58713,Married,98,0,1,Offer1,Four-Door Car,3910.697956
Basic,Employed,28441,Married,73,0,2,Offer2,Two-Door Car,8595.146838
Basic,Unemployed,0,Married,103,1,1,Offer1,SUV,3771.617797
Extended,Medical Leave,23053,Married,135,0,6,Offer3,SUV,10506.93706
Extended,Employed,46644,Married,84,0,1,Offer3,Four-Door Car,3355.528168
Basic,Unemployed,0,Married,104,3,8,Offer1,Sports Car,7591.827171
Basic,Employed,38667,Single,65,0,1,Offer1,Four-Door Car,2487.358049
Extended,Employed,24204,Married,99,1,1,Offer2,Four-Door Car,3864.776795
Extended,Employed,42589,Divorced,98,0,1,Offer1,Four-Door Car,3848.483648
Premium,Employed,36551,Married,88.27735657,0,2,Offer4,Four-Door Car,13045.37088
Extended,Employed,66457,Married,95,0,1,Offer2,Four-Door Car,3774.861293
Basic,Employed,53249,Married,68,0,5,Offer4,Four-Door Car,5414.61734
Basic,Employed,58166,Married,67,0,1,Offer2,Four-Door Car,2685.901421
Premium,Unemployed,0,Married,112,0,1,Offer3,Four-Door Car,4135.775206
Basic,Employed,74212,Married,73,0,1,Offer2,Four-Door Car,2908.020838
Premium,Employed,78250,Married,114,0,6,Offer2,Four-Door Car,9067.658438
Basic,Employed,39035,Divorced,67,0,1,Offer4,Four-Door Car,2644.983484
Extended,Employed,33046,Married,79,0,1,Offer4,Four-Door Car,3112.049841
Extended,Unemployed,0,Single,89,0,3,Offer1,Two-Door Car,6264.6336
Basic,Unemployed,0,Single,70,1,4,Offer4,Four-Door Car,6793.77405
Basic,Unemployed,0,Single,73,0,1,Offer2,Four-Door Car,2388.353882
Extended,Employed,79253,Married,76,0,1,Offer4,Two-Door Car,3034.797717
Basic,Employed,56550,Married,73,3,2,Offer3,Four-Door Car,8696.7107
Basic,Employed,63259,Married,65,0,9,Offer3,Two-Door Car,5234.331741
Basic,Employed,79487,Divorced,114,0,1,Offer2,SUV,4626.801093
Basic,Unemployed,0,Single,66,0,2,Offer2,Two-Door Car,6843.848971
Extended,Unemployed,0,Single,94,1,1,Offer1,Four-Door Car,3028.780121
Basic,Disabled,14170,Married,109,0,1,Offer1,SUV,4223.274671
Basic,Employed,79090,Married,107,0,3,Offer2,SUV,8609.158215
Basic,Disabled,28672,Divorced,71,0,2,Offer1,Four-Door Car,7892.088107
Basic,Unemployed,0,Divorced,112,0,3,Offer1,Sports Car,8007.399376
Extended,Employed,35773,Married,93,0,2,Offer1,Four-Door Car,11030.66148
Basic,Employed,76283,Married,61,0,6,Offer2,Four-Door Car,4938.21454
Extended,Employed,83873,Single,71.96692604,1,1,Offer3,Two-Door Car,2971.919417
Premium,Unemployed,0,Single,102,2,2,Offer1,Four-Door Car,19069.49954
Premium,Disabled,25943,Married,110,0,1,Offer1,Two-Door Car,4145.711862
Basic,Employed,42090,Married,119,0,3,Offer1,SUV,9386.753031
Basic,Unemployed,0,Single,70,0,3,Offer3,Four-Door Car,5002.093264
Extended,Employed,62192,Single,98,0,5,Offer3,Two-Door Car,7684.887717
Basic,Disabled,16450,Divorced,70,0,7,Offer1,Two-Door Car,4975.171042
Basic,Unemployed,0,Married,67,0,2,Offer3,Four-Door Car,20455.24946
Basic,Employed,85956,Divorced,66.55270964,0,5,Offer4,Four-Door Car,5838.133617
Extended,Unemployed,0,Single,99,1,8,Offer4,Four-Door Car,6714.070698
Extended,Unemployed,0,Single,77,0,1,Offer1,Four-Door Car,2761.691693
Extended,Employed,90289,Married,99,3,2,Offer2,Four-Door Car,31269.27308
Basic,Employed,76522,Married,71,0,6,Offer2,Four-Door Car,5705.547071
Basic,Employed,60282,Married,102,0,2,Offer1,SUV,12200.78537
Extended,Unemployed,0,Divorced,82,0,2,Offer1,Two-Door Car,7887.82202
Basic,Employed,53484,Divorced,70,0,2,Offer1,Two-Door Car,13865.83107
Premium,Unemployed,0,Single,116,0,6,Offer1,Two-Door Car,8169.334846
Extended,Unemployed,0,Single,93.50928896,0,1,Offer3,Two-Door Car,3589.710715
Basic,Employed,40921,Married,62,2,1,Offer3,Four-Door Car,2435.535995
Basic,Employed,36637,Married,192,0,3,Offer4,Luxury Car,15320.21872
Premium,Employed,32435,Married,297,0,1,Offer1,Luxury Car,11701.06985
Basic,Employed,35095,Divorced,64,0,2,Offer3,Four-Door Car,17254.03699
Basic,Employed,80237,Married,108,0,2,Offer2,SUV,13297.63587
Extended,Unemployed,0,Single,78,0,1,Offer2,Four-Door Car,2549.450038
Basic,Employed,62113,Married,104,0,1,Offer2,SUV,4178.586494
Basic,Employed,72685,Married,68,5,1,Offer4,Four-Door Car,2572.452634
Basic,Employed,43811,Married,117,0,4,Offer1,Sports Car,9429.629367
Extended,Employed,70146,Married,96,0,1,Offer2,Four-Door Car,3839.143697
Extended,Employed,31267,Married,129,0,2,Offer4,Sports Car,40636.66734
Extended,Unemployed,0,Married,96,0,1,Offer1,Four-Door Car,3731.504584
Basic,Unemployed,0,Single,69,0,1,Offer3,Four-Door Car,2449.580048
Extended,Employed,80928,Divorced,104.8688852,0,1,Offer1,SUV,5283.362834
Basic,Employed,44662,Single,63,1,1,Offer1,Four-Door Car,2449.789611
Extended,Unemployed,0,Single,77,0,1,Offer1,Two-Door Car,2416.542359
Basic,Unemployed,0,Single,67,3,1,Offer1,Four-Door Car,2086.610957
Basic,Employed,32775,Divorced,61,0,2,Offer1,Four-Door Car,19088.34203
Premium,Employed,28311,Married,134,0,2,Offer4,SUV,41855.17315
Premium,Employed,26149,Married,157,0,7,Offer4,SUV,12655.52878
Extended,Employed,37282,Married,79,0,2,Offer2,Four-Door Car,25169.18817
Basic,Unemployed,0,Single,72,0,3,Offer3,Four-Door Car,4755.194923
Extended,Unemployed,0,Married,76,0,3,Offer2,Four-Door Car,5678.050167
Extended,Unemployed,0,Married,135,0,3,Offer2,Sports Car,10013.77995
Basic,Employed,31562,Married,115,0,3,Offer1,SUV,9198.685111
Basic,Employed,43278,Married,68,0,1,Offer2,Four-Door Car,2721.585434
Basic,Unemployed,0,Single,105,0,5,Offer2,SUV,7376.795372
Basic,Employed,42360,Married,70,0,7,Offer1,Four-Door Car,5603.73932
Basic,Employed,72669,Married,69.61621839,0,1,Offer4,Four-Door Car,2980.464566
Basic,Unemployed,0,Married,72,1,7,Offer1,Four-Door Car,5341.438779
Basic,Employed,21979,Married,73,0,1,Offer2,Two-Door Car,2891.717971
Basic,Employed,64125,Single,73,0,2,Offer2,Four-Door Car,8685.91529
Basic,Employed,79487,Divorced,114,0,1,Offer2,SUV,4626.801093
Basic,Employed,85721,Married,65,0,5,Offer4,Four-Door Car,5218.343293
Extended,Medical Leave,12075,Married,93.48598695,1,4,Offer1,Four-Door Car,6674.44805
Basic,Unemployed,0,Married,73,0,2,Offer1,Four-Door Car,21531.33284
Basic,Unemployed,0,Divorced,66,4,1,Offer1,Four-Door Car,2004.350666
Extended,Employed,58557,Married,83.01347496,0,1,Offer3,Two-Door Car,3554.845264
Extended,Employed,49078,Single,97,0,2,Offer2,Four-Door Car,22332.43946
Extended,Employed,64495,Married,92,0,1,Offer4,Four-Door Car,3660.770258
Basic,Medical Leave,25370,Married,102,0,2,Offer1,Sports Car,11638.89947
Premium,Employed,22768,Married,89.10880991,0,1,Offer4,Four-Door Car,4437.842056
Premium,Unemployed,0,Single,105,0,4,Offer1,Two-Door Car,7452.233634
Extended,Unemployed,0,Married,133,0,1,Offer2,SUV,4903.131185
Basic,Employed,23941,Married,61,0,1,Offer3,Four-Door Car,2429.600516
Basic,Employed,54000,Divorced,66,0,1,Offer1,Two-Door Car,2644.684556
Extended,Unemployed,0,Married,132,0,2,Offer3,SUV,43019.01278
Basic,Employed,78275,Married,72,0,2,Offer4,Two-Door Car,11619.91802
Basic,Employed,94242,Married,71,1,2,Offer1,Four-Door Car,8595.982289
Premium,Employed,84831,Single,192,0,2,Offer1,Sports Car,22986.15393
Basic,Employed,69512,Married,72,0,5,Offer2,Two-Door Car,5781.015999
Basic,Employed,21277,Divorced,66,0,9,Offer2,Four-Door Car,5109.50079
Basic,Employed,77025,Single,64,2,3,Offer1,Two-Door Car,5104.354719
Basic,Employed,20870,Divorced,72,0,2,Offer3,Four-Door Car,8400.788878
Premium,Employed,65348,Married,110,0,2,Offer1,Sports Car,17738.2012
Basic,Employed,29444,Married,63,0,1,Offer3,Two-Door Car,2480.529264
Premium,Unemployed,0,Single,108,1,4,Offer2,Two-Door Car,7055.962564
Extended,Employed,59522,Married,89,0,3,Offer2,Four-Door Car,7153.671737
Basic,Employed,40870,Married,105,0,2,Offer1,SUV,12731.95161
Basic,Employed,55436,Divorced,67,0,2,Offer3,Four-Door Car,10706.66957
Basic,Employed,85704,Married,69.16308475,0,7,Offer1,Four-Door Car,5573.10605
Extended,Unemployed,0,Married,88,0,6,Offer1,Four-Door Car,6473.32562
Premium,Unemployed,0,Single,110,0,2,Offer1,Four-Door Car,30745.96199
Premium,Unemployed,0,Single,105,0,2,Offer3,Four-Door Car,10575.94816
Basic,Employed,52993,Married,64,0,2,Offer1,Four-Door Car,22940.38215
Basic,Employed,57564,Married,61,0,1,Offer2,Four-Door Car,2465.444865
Basic,Employed,51335,Married,71,0,9,Offer1,Four-Door Car,5745.95924
Basic,Employed,41991,Single,68,0,8,Offer1,Four-Door Car,5285.314179
Basic,Employed,24495,Single,70,0,1,Offer4,Four-Door Car,2659.337982
Premium,Employed,30821,Married,97,0,1,Offer2,Four-Door Car,3911.118202
Extended,Employed,64620,Married,223,1,6,Offer2,Luxury Car,18073.93999
Extended,Employed,80046,Married,132,0,4,Offer2,SUV,10633.50496
Basic,Employed,40215,Divorced,64,0,3,Offer1,Four-Door Car,5059.987477
Basic,Employed,34137,Married,62,0,2,Offer1,Two-Door Car,7440.92353
Premium,Employed,59624,Divorced,117,0,3,Offer3,Four-Door Car,9156.322563
Basic,Unemployed,0,Single,110,0,9,Offer1,SUV,7786.676381
Basic,Unemployed,0,Married,65,0,2,Offer1,Four-Door Car,6685.797205
Premium,Employed,76558,Married,118,1,8,Offer3,Two-Door Car,8906.991433
Basic,Unemployed,0,Single,65,0,2,Offer2,Two-Door Car,16045.10952
Basic,Employed,53703,Single,65,0,1,Offer2,Two-Door Car,2530.705137
Basic,Employed,72211,Married,73,0,1,Offer2,Four-Door Car,2906.298309
Basic,Disabled,20903,Married,117,0,8,Offer4,SUV,8886.296424
Basic,Unemployed,0,Married,62,0,2,Offer4,Two-Door Car,9048.983447
Extended,Employed,24959,Married,89,0,1,Offer2,Four-Door Car,3576.705025
Basic,Employed,22627,Married,67,0,8,Offer2,Four-Door Car,5285.307579
Extended,Unemployed,0,Single,90,0,1,Offer2,Four-Door Car,3049.837544
Basic,Unemployed,0,Married,117,0,8,Offer4,SUV,8569.36439
Basic,Employed,97413,Married,73,0,6,Offer1,Four-Door Car,5904.088162
Premium,Disabled,10097,Married,110,0,1,Offer1,Four-Door Car,4212.8026
Extended,Retired,18577,Divorced,86,0,6,Offer1,Four-Door Car,6273.911874
Extended,Employed,43982,Divorced,126,1,2,Offer1,SUV,14722.22122
Premium,Employed,46703,Single,108,0,6,Offer1,Four-Door Car,8573.463947
Basic,Employed,55964,Divorced,69,0,1,Offer2,Four-Door Car,2748.933734
Basic,Employed,98473,Married,72,0,1,Offer2,Four-Door Car,2929.916512
Premium,Employed,61725,Divorced,106,0,6,Offer2,Four-Door Car,8512.13221
Basic,Medical Leave,19591,Divorced,74,0,4,Offer1,Two-Door Car,5635.249486
Extended,Unemployed,0,Single,94,0,1,Offer3,Four-Door Car,3293.245706
Extended,Employed,30658,Married,89,0,2,Offer2,Four-Door Car,10487.74332
Basic,Disabled,11904,Single,61,2,3,Offer1,Two-Door Car,4254.620669
Basic,Employed,46900,Married,66,0,1,Offer2,Four-Door Car,2580.849899
Basic,Medical Leave,27501,Married,63,0,1,Offer4,Four-Door Car,2413.139714
Basic,Employed,33832,Married,67,1,9,Offer3,Four-Door Car,5297.673655
Basic,Unemployed,0,Divorced,73,2,9,Offer2,Four-Door Car,4778.682644
Basic,Employed,83772,Divorced,62,0,1,Offer3,Two-Door Car,2453.408288
Basic,Unemployed,0,Married,109,0,4,Offer1,SUV,8181.715637
Basic,Employed,78185,Single,61,0,1,Offer4,Four-Door Car,2381.790787
Extended,Employed,22492,Divorced,85,0,7,Offer2,Two-Door Car,6819.23119
Basic,Employed,33716,Married,68,1,3,Offer1,Four-Door Car,5386.325174
Basic,Employed,25632,Married,62.87250919,0,7,Offer2,Two-Door Car,4929.549699
Extended,Employed,26488,Divorced,247,0,7,Offer1,Luxury SUV,19337.90103
Basic,Employed,26334,Married,63,2,2,Offer2,Two-Door Car,17086.75371
Extended,Employed,60479,Married,96,0,3,Offer2,Two-Door Car,7614.669735
Extended,Employed,37345,Married,82,0,2,Offer4,Four-Door Car,9752.698201
Extended,Employed,87485,Divorced,92,0,1,Offer3,Four-Door Car,3694.14876
Extended,Employed,61108,Divorced,89,0,2,Offer2,Four-Door Car,10484.91535
Basic,Unemployed,0,Single,74,0,2,Offer3,Two-Door Car,7714.650119
Basic,Employed,61844,Single,108,3,2,Offer1,Sports Car,13277.08425
Basic,Unemployed,0,Single,64,1,7,Offer3,Two-Door Car,4196.652176
Basic,Employed,99241,Single,70,0,2,Offer2,Four-Door Car,22325.82746
Basic,Disabled,13330,Single,72.99253797,0,1,Offer1,SUV,4046.936065
Premium,Employed,43758,Divorced,173,0,1,Offer4,Sports Car,6806.491395
Basic,Unemployed,0,Single,62,0,2,Offer3,Two-Door Car,18948.34795
Extended,Unemployed,0,Single,97,0,2,Offer1,Four-Door Car,10479.89966
Basic,Employed,42540,Married,70,0,2,Offer1,Four-Door Car,8406.385414
Basic,Unemployed,0,Divorced,105.6391222,0,5,Offer1,SUV,8255.060054
Basic,Employed,28727,Married,113,0,2,Offer4,SUV,13270.9446
Extended,Unemployed,0,Divorced,76,0,2,Offer2,Four-Door Car,15936.5764
Extended,Medical Leave,18814,Single,122,0,3,Offer2,Sports Car,9223.987144
Basic,Employed,89948,Divorced,110,1,2,Offer2,Sports Car,13081.3077
Basic,Employed,49367,Divorced,63,0,9,Offer1,Four-Door Car,5016.144667
Basic,Employed,31591,Married,69.47193341,4,1,Offer3,Four-Door Car,2764.802284
Basic,Employed,28519,Married,66,0,1,Offer2,Two-Door Car,2606.208503
Basic,Retired,29465,Married,118,1,1,Offer1,SUV,4237.370769
Basic,Employed,28327,Single,185,0,3,Offer4,Luxury Car,14131.12134
